timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
7208000,7208000,0.9945439,0.0067748246,-0.00824983,-0.103771344,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7212000,7212000,0.99454385,0.006773228,-0.008332333,-0.10376576,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7216000,7216000,0.99452573,0.00706816,-0.008417269,-0.10391275,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7224000,7224000,0.99450773,0.0070879874,-0.008498564,-0.10407632,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7228000,7228000,0.9944973,0.0068620024,-0.008524853,-0.10418915,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7232000,7232000,0.99447346,0.0068349307,-0.008506787,-0.104420155,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7240000,7240000,0.9944479,0.007206298,-0.0084137395,-0.10464572,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7244000,7244000,0.9944413,0.007453085,-0.008449036,-0.10468815,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7248000,7248000,0.99443847,0.007572114,-0.008565973,-0.1046968,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7252000,7252000,0.994452,0.0075568506,-0.008634603,-0.10456465,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7256000,7256000,0.99446535,0.0075912597,-0.008658645,-0.104431696,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7264000,7264000,0.99446046,0.007858383,-0.008728454,-0.10445328,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7268000,7268000,0.9944533,0.007930112,-0.00877113,-0.10451239,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7272000,7272000,0.99445903,0.007970112,-0.008856566,-0.10444762,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7276000,7276000,0.99447936,0.008048493,-0.009094161,-0.104228124,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7280000,7280000,0.9944974,0.008116604,-0.0094661,-0.104016535,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7284000,7284000,0.99450016,0.008085012,-0.009597164,-0.10398055,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7288000,7288000,0.9944963,0.008040846,-0.009339877,-0.10404528,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7292000,7292000,0.99451905,0.007849792,-0.009015335,-0.10386987,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7296000,7296000,0.9945521,0.0075848424,-0.008917566,-0.10358177,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7304000,7304000,0.99454623,0.007506158,-0.008753832,-0.10365771,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7312000,7312000,0.9945521,0.0073382966,-0.008775668,-0.10361212,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7316000,7316000,0.99454504,0.0074546062,-0.008900363,-0.10366018,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
