timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
440483276,440482163,0.7012098,-0.03129804,0.006055866,0.712242,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440532953,440531792,0.70057666,-0.028445005,0.0052931933,0.71299034,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440582533,440581338,0.6998636,-0.026483076,0.004970479,0.71376806,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440636566,440635438,0.6991178,-0.024921397,0.0057176193,0.7145493,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440681708,440680521,0.6986456,-0.024219207,0.0061329133,0.7150317,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440731284,440730159,0.6981255,-0.023325551,0.006545614,0.7155655,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440780729,440779705,0.6977305,-0.02254362,0.0065454165,0.71597564,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440834869,440833804,0.6974852,-0.020602051,0.006020352,0.7162777,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440884619,440883443,0.69737524,-0.018812982,0.0060580624,0.7164337,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440934223,440932989,0.69745237,-0.016951876,0.0062122047,0.7164037,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440983547,440982626,0.6974336,-0.015491916,0.005785515,0.7164586,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441033220,441032171,0.6974925,-0.014400506,0.004994696,0.71643,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441082930,441081809,0.6974508,-0.013736672,0.0038207143,0.7164908,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441132583,441131354,0.6975147,-0.013214519,0.002615435,0.71644384,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441182093,441180993,0.69744456,-0.012688962,0.0019712748,0.71652377,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441231626,441230538,0.6973488,-0.013529877,0.00095658307,0.71660364,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441281516,441280176,0.6974012,-0.013828448,0.0002995822,0.7165474,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441335339,441334275,0.6976062,-0.014344469,6.888689e-05,0.7163378,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
441385047,441383841,0.6977906,-0.015095941,0.00030093326,0.7161427,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
